0.000000000000000000e+00,1.370223544563938578e+00,3.871851452827699408e-02,8.216758661468111606e-07,6.065419795136774810e-14,5.489082772118032289e-26,2.267536015414523799e-45,5.280035520208694615e-77
0.000000000000000000e+00,1.370223544563938578e+00,3.871851452827699408e-02,8.216758661468111606e-07,6.065419795136774810e-14,5.489082772118032289e-26,2.267536015414523799e-45,5.280035520208694615e-77
0.000000000000000000e+00,1.401387768810638645e+00,4.108406230307139889e-02,9.338374639320867133e-07,7.505426930339206800e-14,7.914907617429897817e-26,4.145762299184088444e-45,1.425468665732766158e-76
0.000000000000000000e+00,1.433722582260702705e+00,4.364190926147101107e-02,1.063892251226609099e-06,9.325892084984994155e-14,1.149507156847227093e-25,7.670671652166627424e-45,3.924935038868456926e-76
0.000000000000000000e+00,1.467434238905586996e+00,4.641241311710693485e-02,1.215218586335710819e-06,1.163904025750663093e-13,1.682255667515016100e-25,1.437331733365683549e-44,1.103522667780346935e-75
0.000000000000000000e+00,1.502615506329239459e+00,4.941842612910395116e-02,1.391859537466786131e-06,1.459315793269795786e-13,2.481697163558382136e-25,2.729261417314350567e-44,3.171393124130433682e-75
0.000000000000000000e+00,1.539368055585271566e+00,5.268587998658016969e-02,1.598743113266842322e-06,1.838601547393678186e-13,3.691957999601136208e-25,5.255196145965945220e-44,9.326532304545366906e-75
0.000000000000000000e+00,1.577803549300270891e+00,5.624429227524732622e-02,1.841903508118822962e-06,2.328312377573767992e-13,5.541211590047624191e-25,1.026840886966266906e-43,2.810035884505578165e-74
0.000000000000000000e+00,1.618044931743334303e+00,6.012737260451227889e-02,2.128765091393650889e-06,2.964341843936419795e-13,8.394546363340763361e-25,2.037646067167472627e-43,8.685376234495665724e-74
0.000000000000000000e+00,1.660227925973146945e+00,6.437375121069779937e-02,2.468509180225319668e-06,3.795569548863752515e-13,1.284269577355540953e-24,4.109943353342781844e-43,2.757796948245415304e-73
0.000000000000000000e+00,1.704499753642791271e+00,6.902785153555647535e-02,2.872547760348504987e-06,4.889070269241152869e-13,1.985282049064315972e-24,8.433849771829677463e-43,9.009412051782778128e-73
0.000000000000000000e+00,1.750739246025128537e+00,7.408672281097082590e-02,3.348617788939767968e-06,6.317977547808658510e-13,3.085729696896822768e-24,1.746492200830269172e-42,2.987526629924452683e-72
0.000000000000000000e+00,1.798719449819099703e+00,7.956982822831167035e-02,3.909619325392933844e-06,8.186851434384506233e-13,4.819057776480941231e-24,3.645609063343869016e-42,1.003834873354625397e-71
0.000000000000000000e+00,1.848529194176527835e+00,8.551804476714870706e-02,4.571860128550747181e-06,1.063846894099123714e-12,7.563058984792044967e-24,7.672592995538557076e-42,3.419192169128793978e-71
0.000000000000000000e+00,1.900262810181069906e+00,9.197678607482637214e-02,5.355019129917405094e-06,1.386446542226431295e-12,1.192971101728253461e-23,1.628525951960671280e-41,1.181083960427522614e-70
0.000000000000000000e+00,1.954021063444955963e+00,9.899658304630440386e-02,6.282897976115062526e-06,1.812297691950092291e-12,1.891599763208008024e-23,3.486951897367450199e-41,4.139329841907545545e-70
0.000000000000000000e+00,2.009911711029539472e+00,1.066337483881724529e-01,7.384352642724420613e-06,2.376300694019097523e-12,3.015569832709193493e-23,7.533923401997805719e-41,1.472579420998823260e-69
0.000000000000000000e+00,2.068050117530176202e+00,1.149511401857422621e-01,8.694452273845941463e-06,3.125822639991745089e-12,4.834245255374426903e-23,1.643058722012667739e-40,5.320428228919014718e-69
0.000000000000000000e+00,2.128559937612046760e+00,1.240190412769020673e-01,1.025592509292607499e-05,4.125406730065721134e-12,7.794535072056000831e-23,3.618114406200008450e-40,1.953289469085136194e-68
0.000000000000000000e+00,2.191573873499128133e+00,1.339161744635292695e-01,1.212096825246684062e-05,5.463364182906410241e-12,1.264276955720285555e-22,8.047447569606577655e-40,7.290982429889096567e-68
0.000000000000000000e+00,2.257234517193984047e+00,1.447308775104157175e-01,1.435352073912656603e-05,7.261045510106464725e-12,2.063376413377029171e-22,1.808586648975382644e-39,2.768647056637629112e-67
0.000000000000000000e+00,2.325695288669092697e+00,1.565624666670427101e-01,1.703212766024577330e-05,9.685945289372379909e-12,3.389211629557822016e-22,4.108606334314212459e-39,1.070263175460998516e-66
0.000000000000000000e+00,2.397121483005734355e+00,1.695228233001298546e-01,2.025356275736921895e-05,1.297032170536946501e-11,5.604142172689845698e-22,9.438510407389042711e-39,4.214561551395148637e-66
0.000000000000000000e+00,2.471691441480547979e+00,1.837382454277554922e-01,2.413742703407208075e-05,1.743779467102761781e-11,9.330891096258802818e-22,2.193600994520534878e-38,1.691881802403679412e-65
